Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
Maruti Alto 800 LXI,Mumbai,2016,"44,351",Petrol,1st,"2,66,499"
Maruti Celerio VXI AMT,Mumbai,2014,"60,759",Petrol,2nd,"3,26,999"
Hyundai i10 SPORTZ 1.2 KAPPA2,Mumbai,2010,"52,079",Petrol,2nd,"2,41,799"
Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2012,"57,585",Petrol,1st,"2,56,099"
Ford Ecosport 1.5 TREND TDCI,Mumbai,2013,"39,015",Diesel,1st,"4,89,099"
Volkswagen Ameo HIGHLINE 1.2,Mumbai,2016,"9,755",Petrol,1st,"4,95,499"
Maruti Baleno ZETA 1.2 K12 AMT,Mumbai,2018,"6,327",Petrol,1st,"7,05,399"
Volkswagen Jetta TRENDLINE 1.6,Mumbai,2010,"54,780",Petrol,1st,"3,25,199"
Maruti Wagon R 1.0 VXI AMT,Mumbai,2015,"35,484",Petrol,2nd,"3,15,799"
Maruti Swift ZXI,Mumbai,2013,"16,906",Petrol,1st,"4,35,199"
Maruti Alto 800 LXI CNG,Mumbai,2014,"57,926",Petrol + CNG,1st,"2,67,299"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Mumbai,2013,"54,510",Petrol,2nd,"3,31,299"
Hyundai Elite i20 SPORTZ (O) 1.2,Mumbai,2014,"23,661",Petrol,1st,"4,81,999"
Volkswagen Polo HIGHLINE1.2L PETROL,Mumbai,2016,"53,926",Petrol,1st,"4,49,599"
Maruti Ertiga ZDI,Mumbai,2013,"54,675",Diesel,1st,"5,56,399"
Maruti Alto LXI,Mumbai,2010,"64,268",Petrol,2nd,"1,44,599"
Maruti IGNIS ZETA 1.2 K12 AMT,Mumbai,2017,"8,480",Petrol,1st,"5,27,599"
Hyundai i20 ASTA 1.2,Mumbai,2010,"43,167",Petrol,2nd,"2,71,699"
Maruti New  Wagon-R LXI CNG 1.0 L,Mumbai,2019,"24,274",Petrol + CNG,1st,"5,32,299"
Hyundai Elite i20 SPORTZ (O) 1.2,Mumbai,2014,"49,596",Petrol,1st,"4,79,299"
Maruti Alto K10 VXI (O) AMT,Mumbai,2018,"13,563",Petrol,1st,"3,59,299"
Maruti Vitara Brezza VDI,Mumbai,2016,"31,388",Diesel,1st,"6,62,999"
Hyundai Verna FLUIDIC 1.6 SX VTVT OPT,Mumbai,2012,"68,574",Petrol,1st,"3,94,099"
Maruti Swift VXI 1.3,Mumbai,2009,"47,873",Petrol,1st,"2,23,099"
Hyundai Elite i20 SPORTZ 1.2,Mumbai,2015,"40,536",Petrol,2nd,"4,88,499"
Maruti New  Wagon-R LXI CNG 1.0 L,Mumbai,2019,"14,129",Petrol + CNG,1st,"5,27,599"
Maruti Swift Dzire VXI 1.2 BS IV,Mumbai,2015,"57,742",Petrol,2nd,"4,32,199"
Hyundai NEW SANTRO SPORTZ 1.1,Mumbai,2018,"10,105",Petrol,1st,"4,82,399"
Maruti OMNI E STD,Mumbai,2019,"19,701",Petrol,1st,"2,81,099"
Maruti Alto 800 LXI CNG,Mumbai,2013,"98,976",Petrol + CNG,1st,"1,97,199"
Maruti Swift VXI,Mumbai,2014,"58,732",Petrol,2nd,"3,59,099"
Tata Tiago XT 1.2 REVOTRON,Mumbai,2018,"29,682",Petrol,1st,"4,51,799"
Honda Mobilio 1.5 V I VTEC,Mumbai,2015,"58,321",Petrol,2nd,"4,58,899"
Honda City V MT PETROL,Mumbai,2016,"32,972",Petrol,1st,"6,50,399"
Volkswagen Polo GT TSI 1.2 PETROL AT,Mumbai,2015,"31,433",Petrol,1st,"5,36,499"
Maruti Ritz VXI BS IV,Mumbai,2013,"63,475",Petrol,2nd,"2,91,599"
Ford Figo 1.2 TITANIUM DURATEC,Mumbai,2010,"74,430",Petrol,2nd,"1,72,199"
Tata Hexa Varicor 400 XTA,Mumbai,2017,"22,399",Diesel,1st,"12,61,399"
Maruti Baleno ZETA 1.2 K12,Mumbai,2018,"4,583",Petrol,1st,"6,50,899"
Maruti Swift VDI,Mumbai,2019,"14,800",Diesel,1st,"6,48,599"
Hyundai i20 Active 1.2 S,Mumbai,2016,"22,069",Petrol,2nd,"4,98,899"
Maruti Wagon R 1.0 VXI AMT,Mumbai,2016,"54,988",Petrol,2nd,"3,56,999"
Maruti Alto K10 VXI,Mumbai,2012,"72,148",Petrol,2nd,"1,90,499"
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Mumbai,2015,"27,404",Petrol,3rd,"4,26,099"
Hyundai i10 MAGNA 1.2,Mumbai,2009,"61,749",Petrol,2nd,"1,77,699"
Maruti Baleno DELTA 1.2 K12 AMT,Mumbai,2018,"38,598",Petrol,1st,"5,79,299"
Maruti Zen Estilo LXI,Mumbai,2008,"18,972",Petrol,1st,"1,47,699"
Honda City VX MT PETROL,Mumbai,2016,"30,191",Petrol,1st,"6,68,499"
Hyundai Elite i20 ASTA 1.2 AT,Mumbai,2018,"32,813",Petrol,1st,"6,65,099"
Maruti Alto LXI,Mumbai,2009,"35,094",Petrol,1st,"1,48,899"
Hyundai i20 Active 1.4 SX,Mumbai,2015,"55,260",Diesel,1st,"5,29,899"
Honda Brio 1.2 S MT I VTEC,Mumbai,2015,"62,946",Petrol,1st,"3,14,799"
Maruti Alto K10 VXI,Mumbai,2014,"56,479",Petrol,1st,"2,46,899"
Maruti Baleno ZETA 1.2 K12 AMT,Mumbai,2016,"61,536",Petrol,1st,"5,30,999"
Maruti Swift VXI,Mumbai,2015,"64,108",Petrol,1st,"4,08,499"
Maruti Ritz VXI BS IV,Mumbai,2009,"72,696",Petrol,1st,"1,72,899"
Hyundai i10 ERA,Mumbai,2008,"1,21,046",Petrol,1st,"1,49,599"
Honda WR-V 1.2 i-VTEC S MT,Mumbai,2017,"45,582",Petrol,1st,"5,49,499"
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Mumbai,2015,"71,225",Petrol,1st,"4,16,099"
Honda CRV 2.4 AT 4WD AVN,Mumbai,2015,"70,001",Petrol,2nd,"11,58,299"
Hyundai i20 MAGNA O 1.4 CRDI,Mumbai,2012,"81,392",Diesel,3rd,"2,92,899"
Honda City V MT PETROL,Mumbai,2013,"1,06,215",Petrol,1st,"3,90,199"
Maruti Swift ZXI AMT,Mumbai,2019,"21,245",Petrol,1st,"6,78,399"
Skoda Fabia AMBIENTE 1.2 MPI,Mumbai,2011,"80,826",Petrol,1st,"2,12,299"
Maruti Swift VDI,Mumbai,2013,"69,448",Diesel,1st,"3,83,999"
Honda Brio 1.2 S MT I VTEC,Mumbai,2012,"71,493",Petrol,1st,"2,57,099"
Nissan Terrano XL PLUS 85 PS DEISEL,Mumbai,2013,"79,096",Diesel,2nd,"4,04,599"
Tata NEXON XM 1.5,Mumbai,2019,"35,173",Diesel,1st,"7,71,999"
Ford Figo 1.4 TITANIUM DURATORQ,Mumbai,2011,"83,003",Diesel,1st,"2,69,399"
Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2013,"64,501",Petrol,1st,"2,62,599"
Maruti Swift Dzire VXI 1.2 BS IV,Mumbai,2016,"54,503",Petrol,1st,"4,92,599"
Maruti Ertiga VXI CNG,Mumbai,2015,"87,925",Petrol + CNG,2nd,"5,67,299"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2015,"68,611",Petrol + CNG,3rd,"3,29,299"
Tata NEXON XZ+ 1.5,Mumbai,2018,"36,514",Diesel,1st,"8,60,382"
BMW X1 SDRIVE 20D,Mumbai,2016,"24,476",Diesel,3rd,"16,25,399"
Hyundai Santro Xing GLS,Mumbai,2010,"98,169",Petrol,1st,"1,42,599"
Maruti Swift ZXI 1.3,Mumbai,2008,"83,232",Petrol,2nd,"2,06,099"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2012,"82,862",Petrol + CNG,1st,"2,95,199"
Tata Hexa Varicor 400 XTA,Mumbai,2017,"29,059",Diesel,1st,"11,35,299"
Tata Indica Vista AURA ABS QUADRAJET BS IV,Mumbai,2011,"1,12,884",Diesel,2nd,"1,34,299"
Maruti Baleno DELTA 1.2 K12,Mumbai,2018,"47,926",Petrol,1st,"5,60,299"
Maruti Alto 800 LXI CNG,Mumbai,2014,"76,131",Petrol + CNG,1st,"2,54,999"
Maruti Ciaz ZETA 1.3 DDIS SHVS,Mumbai,2017,"86,385",Diesel,1st,"6,96,599"
Toyota Innova 2.5 G4 8 STR,Mumbai,2008,"64,201",Diesel,1st,"4,42,999"
Maruti Swift VXI,Mumbai,2011,"96,207",Petrol,1st,"2,51,699"
Maruti New  Wagon-R LXI CNG 1.0 L,Mumbai,2019,"39,718",Petrol + CNG,1st,"5,34,999"
Maruti Ciaz ZDI SHVS HYBIRD,Mumbai,2016,"72,862",Diesel,1st,"6,21,799"
Maruti Ciaz VXI,Mumbai,2014,"69,308",Petrol,1st,"4,52,299"
Maruti Swift VXI,Mumbai,2013,"88,454",Petrol,1st,"3,41,799"
Hyundai i10 MAGNA 1.2,Mumbai,2010,"1,05,844",Petrol,2nd,"2,17,899"
Toyota Corolla Altis 1.8 G,Mumbai,2010,"98,946",Petrol,1st,"3,09,199"
Maruti Swift ZDI,Mumbai,2015,"99,364",Diesel,2nd,"4,45,499"
Hyundai Verna 1.6 SX (O) CRDI MT,Mumbai,2018,"23,718",Diesel,2nd,"8,86,899"
Maruti Ertiga VDI ABS,Mumbai,2015,"79,830",Diesel,1st,"6,67,299"
Ford Ecosport 1.5TITANIUM TDCI,Mumbai,2014,"71,930",Diesel,1st,"5,73,199"
Hyundai i20 MAGNA O 1.2,Mumbai,2011,"1,23,568",Petrol,2nd,"2,76,299"
Maruti Wagon R 1.0 VXI,Mumbai,2015,"75,146",Petrol,1st,"3,49,899"
Hyundai i10 MAGNA 1.2,Mumbai,2008,"1,19,960",Petrol,2nd,"1,91,899"
Volkswagen Ameo HIGHLINE PLUS DSG 1.5,Mumbai,2019,"16,641",Diesel,1st,"8,25,099"
Maruti Vitara Brezza ZDI PLUS,Mumbai,2017,"73,230",Diesel,1st,"8,46,999"
Maruti Dzire ZXI,Mumbai,2017,"65,919",Petrol,1st,"6,47,999"
Maruti Ertiga VDI SHVS,Mumbai,2018,"82,508",Diesel,1st,"8,37,899"
Hyundai Elite i20 MAGNA 1.2,Mumbai,2016,"95,260",Petrol,1st,"4,37,999"
Maruti Swift ZDI AMT,Mumbai,2018,"50,418",Diesel,1st,"6,80,199"
Maruti Ertiga ZDI PLUS SHVS,Mumbai,2017,"86,128",Diesel,2nd,"7,71,699"
BMW 5 Series 520D 2.0,Mumbai,2013,"93,457",Diesel,2nd,"13,36,799"
Tata Harrier XZ 2.0L Kryotec,Mumbai,2019,"16,321",Diesel,1st,"14,62,699"
Volkswagen Vento HIGHLINE DIESEL,Mumbai,2012,"1,09,149",Diesel,3rd,"3,00,299"
Ford Figo 1.2 LXI DURATEC,Mumbai,2011,"94,896",Petrol + CNG,1st,"2,03,299"
Maruti Alto 800 LXI CNG,Mumbai,2014,"88,163",Petrol + CNG,2nd,"2,08,699"
Mahindra XUV500 W8 FWD,Mumbai,2015,"93,753",Diesel,1st,"7,33,799"
Hyundai Eon ERA PLUS,Mumbai,2014,"87,051",Petrol,2nd,"2,27,399"
Fiat Grand Punto SPORT 1.3,Mumbai,2014,"81,737",Diesel,1st,"3,12,199"
Hyundai i20 ASTA 1.2,Mumbai,2009,"1,06,257",Petrol,1st,"2,22,999"
Hyundai Verna FLUIDIC 1.6 EX CRDI,Mumbai,2012,"1,01,815",Diesel,2nd,"4,02,399"
Honda City V MT PETROL,Mumbai,2009,"1,48,906",Petrol,2nd,"2,25,999"
Toyota Innova 2.5 VX 7 STR BS IV,Mumbai,2015,"1,50,202",Diesel,1st,"9,09,299"
Maruti Ertiga VDI,Mumbai,2019,"32,841",Diesel,1st,"10,78,375"
Maruti Swift VDI,Mumbai,2009,"1,23,493",Diesel,2nd,"2,08,299"
Maruti Wagon R 1.0 LXI,Mumbai,2011,"1,17,927",Petrol,1st,"2,25,499"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2015,"1,06,944",Petrol + CNG,1st,"3,02,599"
Toyota Corolla Altis VL AT,Mumbai,2015,"50,867",Petrol,2nd,"8,74,499"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2013,"92,864",Petrol + CNG,1st,"2,90,999"
Mahindra XUV500 W10 FWD,Mumbai,2016,"1,05,691",Diesel,1st,"9,20,999"
Hyundai Creta 1.6 SX (O) VTVT,Mumbai,2018,"21,960",Petrol,1st,"10,83,999"
Maruti Wagon R 1.0 VXI,Mumbai,2010,"1,09,899",Petrol,1st,"2,38,899"
Nissan Sunny XV DIESEL,Mumbai,2012,"1,18,754",Diesel,2nd,"2,72,699"
Hyundai i10 ERA 1.1 IRDE,Mumbai,2009,"1,19,014",Petrol,3rd,"1,69,899"
Volkswagen Vento HIGHLINE DIESEL,Mumbai,2014,"96,263",Diesel,2nd,"3,91,799"
Audi A4 2.0 TDI,Mumbai,2011,"1,04,520",Diesel,2nd,"6,80,799"
Hyundai Creta 1.4 S CRDI,Mumbai,2018,"81,267",Diesel,2nd,"8,08,499"
Maruti Alto 800 LXI CNG,Mumbai,2016,"99,124",Petrol + CNG,2nd,"2,61,899"
Maruti Swift LXI,Mumbai,2010,"1,16,872",Petrol,2nd,"2,62,099"
Tata NEXON XM 1.5,Mumbai,2018,"85,891",Diesel,1st,"6,94,899"
Honda City VX MT DIESEL,Mumbai,2015,"1,01,660",Diesel,1st,"5,38,699"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2014,"96,335",Petrol + CNG,2nd,"2,77,399"
Maruti Swift Dzire ZDI,Mumbai,2015,"1,12,267",Diesel,1st,"5,31,799"
Volkswagen Polo HIGHLINE1.2L DIESEL,Mumbai,2013,"1,32,643",Diesel,1st,"2,96,299"
Hyundai Creta 1.6 CRDI SX PLUS AUTO,Mumbai,2015,"78,599",Diesel,2nd,"8,82,999"
Skoda Octavia ELEGANCE 2.0 TDI CR AT,Mumbai,2014,"72,547",Diesel,1st,"8,51,599"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2013,"1,21,461",Petrol + CNG,1st,"2,78,399"
BMW 3 Series 320D LUXURYLINE,Mumbai,2015,"52,820",Diesel,1st,"17,20,599"
Renault Duster 85 PS RXE,Mumbai,2013,"1,58,768",Diesel,1st,"3,78,499"
BMW X1 SDRIVE 20D,Mumbai,2011,"1,01,848",Diesel,2nd,"7,30,999"
Maruti Alto K10 LXI CNG,Mumbai,2015,"1,15,447",Petrol + CNG,1st,"2,49,099"
Maruti Swift Dzire ZDI,Mumbai,2011,"1,23,354",Diesel,1st,"2,97,299"
Renault Kwid RXT,Mumbai,2016,"1,07,578",Petrol,1st,"2,43,899"
Ford Ecosport 1.5TITANIUM TDCI,Mumbai,2013,"1,04,672",Diesel,1st,"4,82,299"
Hyundai Xcent SX 1.2,Mumbai,2015,"1,13,465",Petrol,1st,"3,94,699"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Mumbai,2012,"1,40,417",Petrol,1st,"3,02,899"
Hyundai Santa Fe 2WD AT,Mumbai,2014,"79,090",Diesel,1st,"10,81,199"
Toyota Fortuner 2.8 4x2 AT,Mumbai,2016,"1,46,630",Diesel,1st,"23,34,599"
Honda City V MT DIESEL,Mumbai,2014,"1,01,866",Diesel,2nd,"5,05,099"
Maruti Swift Dzire VDI BS IV,Mumbai,2010,"1,60,205",Diesel,2nd,"2,64,699"
Honda City V MT DIESEL,Mumbai,2014,"1,17,430",Diesel,2nd,"5,07,999"
Volkswagen Polo HIGHLINE1.5L DIESEL,Mumbai,2014,"1,06,640",Diesel,1st,"3,94,799"
Toyota Innova Crysta 2.8 GX AT 7 STR,Mumbai,2017,"98,968",Diesel,1st,"15,33,799"
Skoda Rapid 1.5 TDI MT ELEGANCE,Mumbai,2015,"1,09,203",Diesel,2nd,"4,52,999"
Honda Amaze 1.2 VXMT I VTEC,Mumbai,2014,"1,51,898",Petrol,1st,"2,98,999"
Toyota Innova 2.5 G4 8 STR,Mumbai,2008,"1,82,406",Diesel,2nd,"3,75,599"
Volkswagen Polo COMFORTLINE 1.5L DIESEL,Mumbai,2015,"1,33,949",Diesel,1st,"3,82,499"
Ford Ecosport 1.5 TITANIUMTDCI OPT,Mumbai,2014,"1,19,705",Diesel,1st,"5,32,699"
Maruti Ciaz ZXI PLUS,Mumbai,2015,"1,42,015",Petrol,1st,"4,93,099"
Hyundai i20 SPORTZ 1.2 VTVT,Mumbai,2012,"1,05,532",Petrol,2nd,"2,94,599"
Renault Duster 85 PS RXL,Mumbai,2016,"1,17,094",Diesel,1st,"6,30,599"
Mahindra Scorpio S10 AT,Mumbai,2016,"1,46,958",Diesel,1st,"8,18,499"
Volkswagen Vento COMFORTLINE DIESEL,Mumbai,2013,"1,20,100",Diesel,1st,"4,26,399"
Toyota Fortuner 3.0 MT 4X2,Mumbai,2015,"2,76,496",Diesel,1st,"13,53,999"
Maruti Ertiga VDI SHVS,Mumbai,2018,"1,19,308",Diesel,1st,"7,74,199"
Skoda Octavia ELEGANCE 1.8 TSI AT,Mumbai,2014,"1,58,960",Petrol,1st,"7,58,699"
BMW X1 SDRIVE 20D,Mumbai,2011,"1,66,437",Diesel,1st,"7,52,899"
Tata Safari Storme 2.2 VX 4X2,Mumbai,2016,"1,50,831",Diesel,1st,"6,27,899"
Toyota Fortuner 3.0 AT 4X2,Mumbai,2012,"1,72,356",Diesel,3rd,"10,14,399"
Maruti Swift Dzire VDI BS IV,Mumbai,2014,"1,06,190",Diesel,1st,"4,70,499"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2015,"22,799",Petrol + CNG,1st,"3,56,799"
Hyundai i20 MAGNA O 1.2,Mumbai,2012,"37,709",Petrol,2nd,"3,33,999"
Toyota Corolla Altis 1.8 G,Mumbai,2008,"38,192",Petrol,3rd,"2,27,399"
Maruti Swift Dzire VXI 1.2 BS IV,Mumbai,2016,"23,165",Petrol,1st,"5,18,099"
Jeep Compass LIMITED (O) 2.0,Mumbai,2017,"9,721",Diesel,1st,"15,60,399"
Maruti Swift VXI,Mumbai,2013,"62,532",Petrol,1st,"4,03,199"
Honda City VX MT PETROL,Mumbai,2017,"18,494",Petrol,1st,"8,18,999"
Maruti Baleno ALPHA 1.2 K12,Mumbai,2016,"61,456",Petrol,1st,"4,83,199"
Hyundai Creta 1.6 SX CRDI,Mumbai,2018,"16,918",Diesel,1st,"11,00,099"
Honda Jazz 1.2 SELECT I VTEC,Mumbai,2011,"1,20,872",Petrol,1st,"2,86,799"
Hyundai i20 SPORTZ 1.2 O,Mumbai,2011,"43,124",Petrol,1st,"3,32,099"
Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2011,"41,577",Petrol,1st,"2,53,199"
Maruti Baleno DELTA 1.2 K12,Mumbai,2016,"10,229",Petrol,1st,"5,40,699"
Hyundai i20 MAGNA O 1.2,Mumbai,2010,"43,369",Petrol,1st,"2,45,699"
Maruti Celerio VXI AMT,Mumbai,2015,"18,492",Petrol,2nd,"3,60,399"
Hyundai i10 MAGNA 1.2 KAPPA2,Mumbai,2012,"63,995",Petrol,1st,"2,31,799"
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Mumbai,2015,"54,283",Petrol,1st,"3,89,699"
Maruti Wagon R 1.0 VXI,Mumbai,2017,"11,077",Petrol,1st,"3,89,299"
Maruti Wagon R 1.0 VXI,Mumbai,2014,"26,494",Petrol,1st,"3,40,999"
Hyundai Getz Prime 1.1 GVS,Mumbai,2009,"69,959",Petrol,2nd,"1,35,999"
Hyundai i20 Active 1.2 S,Mumbai,2016,"41,282",Petrol,1st,"5,07,299"
Maruti Alto 800 LXI,Mumbai,2012,"68,344",Petrol,1st,"1,97,299"
Maruti Alto 800 LXI,Mumbai,2014,"55,269",Petrol,1st,"2,30,099"
Maruti Ciaz VXI PLUS,Mumbai,2015,"48,551",Petrol,1st,"5,51,399"
Hyundai New Elantra 1.6 SX AT O,Mumbai,2017,"68,830",Diesel,1st,"11,23,899"
Maruti Swift Dzire ZDI,Mumbai,2013,"69,157",Diesel,1st,"4,75,699"
Toyota Etios GD,Mumbai,2013,"74,221",Diesel,1st,"3,87,499"
Mercedes Benz C Class C 220 CDI CLASSIC,Mumbai,2012,"45,939",Diesel,3rd,"8,55,499"
Skoda Rapid 1.6 TDI MT AMBITION PLUS,Mumbai,2014,"93,514",Diesel,2nd,"3,84,799"
Mahindra TUV300 T8,Mumbai,2016,"61,131",Diesel,1st,"6,38,799"
Hyundai Eon ERA PLUS,Mumbai,2013,"83,661",Petrol,1st,"2,07,799"
Hyundai i10 SPORTZ 1.2 KAPPA2,Mumbai,2011,"99,820",Petrol,1st,"2,28,799"
Maruti Ertiga VDI SHVS,Mumbai,2018,"52,554",Diesel,1st,"8,65,799"
Skoda Rapid ELEGANCE 1.6 TDI MT,Mumbai,2012,"1,23,831",Diesel,1st,"3,25,499"
Hyundai Creta 1.6 SX CRDI,Mumbai,2015,"83,869",Diesel,1st,"8,03,199"
Maruti Swift Dzire VDI BS IV,Mumbai,2010,"1,97,455",Diesel,1st,"2,63,499"
Maruti Swift VXI,Mumbai,2014,"1,13,481",Petrol,1st,"3,61,799"
Volkswagen Vento HIGHLINE TDI AT,Mumbai,2016,"1,23,078",Diesel,1st,"6,06,399"
Maruti Ciaz ZXI,Mumbai,2015,"54,699",Petrol,1st,"5,19,999"
Maruti S Cross ZETA 1.3,Mumbai,2017,"42,045",Diesel,1st,"6,59,699"
Maruti Dzire ZXI,Mumbai,2017,"37,024",Petrol,1st,"5,99,199"
Mahindra TUV300 T8,Mumbai,2017,"53,679",Diesel,1st,"6,61,999"
Renault Duster 85 PS RXL OPT,Mumbai,2012,"1,04,938",Diesel,3rd,"3,73,599"
Maruti Swift Dzire VXI 1.2 BS IV,Mumbai,2011,"1,19,535",Petrol,1st,"2,73,899"
Maruti Ertiga ZDI PLUS SHVS,Mumbai,2019,"20,385",Diesel,1st,"11,29,799"
Skoda Rapid 1.5 Elegance TDI MT,Mumbai,2016,"64,211",Diesel,1st,"5,28,799"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2014,"1,50,431",Petrol + CNG,1st,"2,83,599"
Maruti Ritz LXI,Mumbai,2011,"24,635",Petrol,1st,"1,90,699"
Renault Kwid RXT Opt,Mumbai,2019,"1,222",Petrol,1st,"3,85,799"
Hyundai i20 SPORTZ 1.2 VTVT,Mumbai,2013,"18,620",Petrol,1st,"4,06,299"
Ford Figo 1.2 ZXI DURATEC,Mumbai,2014,"35,703",Petrol,3rd,"2,09,399"
Hyundai i20 SPORTZ 1.2 O,Mumbai,2010,"47,807",Petrol,1st,"2,66,599"
Honda City CORPORATE MT,Mumbai,2012,"34,202",Petrol,1st,"3,73,999"
Toyota Etios V,Mumbai,2011,"64,317",Petrol,1st,"2,91,399"
Maruti Alto 800 VXI,Mumbai,2019,"5,494",Petrol,1st,"2,91,199"
Maruti Wagon R 1.0 LXI CNG,Mumbai,2015,"43,781",Petrol + CNG,1st,"3,08,699"
Maruti Wagon R 1.0 VXI,Mumbai,2014,"49,738",Petrol,2nd,"2,93,599"
Maruti Dzire VXI AMT,Mumbai,2017,"17,868",Petrol,1st,"5,91,599"
Nissan Sunny XL DIESEL,Mumbai,2012,"80,292",Diesel,2nd,"2,63,499"
Maruti Swift Dzire VDI BS IV,Mumbai,2010,"84,008",Diesel,2nd,"2,78,999"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Mumbai,2012,"69,848",Petrol,1st,"3,00,699"
Maruti Ertiga ZDI,Mumbai,2014,"69,092",Diesel,1st,"6,39,199"
Hyundai i20 SPORTZ 1.4 CRDI,Mumbai,2013,"88,809",Diesel,1st,"3,73,499"
Toyota Etios VD SP,Mumbai,2013,"96,343",Diesel,2nd,"3,65,699"
Hyundai Verna FLUIDIC 1.4 CRDI CX,Mumbai,2014,"74,024",Diesel,2nd,"4,26,299"
Maruti Swift Dzire VDI BS IV,Mumbai,2011,"1,21,167",Diesel,1st,"3,34,399"
Toyota Etios V,Mumbai,2011,"1,70,425",Petrol,1st,"2,37,499"
Hyundai Creta 1.6 SX (O) CRDI,Mumbai,2015,"99,645",Diesel,1st,"7,65,899"
Maruti Swift Dzire VDI BS IV,Mumbai,2013,"1,25,310",Diesel,1st,"4,17,599"
Honda Amaze 1.2 EXMT I VTEC,Mumbai,2015,"1,62,610",Petrol,1st,"3,25,699"
Honda Amaze 1.5 VXMT I DTEC,Mumbai,2013,"1,98,155",Diesel,1st,"3,01,399"
Toyota Etios Liva VD LIMITED EDITION,Mumbai,2016,"1,11,428",Diesel,1st,"4,29,899"
Maruti Swift LXI,Mumbai,2010,"54,882",Petrol,1st,"2,35,499"
Nissan Micra XV PETROL,Mumbai,2011,"48,380",Petrol,2nd,"1,90,499"
Renault Kwid RXL,Mumbai,2015,"32,547",Petrol,1st,"2,38,099"
Hyundai Eon ERA PLUS,Mumbai,2014,"8,083",Petrol,1st,"2,55,299"
Honda City SV CVT PETROL,Mumbai,2014,"47,015",Petrol,2nd,"5,33,899"
Maruti Swift VXI 1.3,Mumbai,2008,"75,701",Petrol,2nd,"1,72,699"
Chevrolet Cruze LTZ AT,Mumbai,2012,"81,058",Diesel,2nd,"3,81,999"
Ford Ecosport 1.5 TITANIUMTDCI OPT,Mumbai,2013,"82,137",Diesel,1st,"4,06,399"
Skoda Superb ELEGANCE 1.8 TSI AT,Mumbai,2009,"1,03,426",Petrol,1st,"2,31,799"
Nissan Terrano XL PLUS 85 PS DEISEL,Mumbai,2014,"94,590",Diesel,1st,"4,52,399"
Maruti Alto K10 VXI,Pune,2014,"18,680",Petrol,1st,"2,65,599"
Maruti Alto 800 LXI,Pune,2015,"30,242",Petrol,1st,"2,54,199"
Ford Figo 1.2 ZXI DURATEC,Pune,2013,"22,618",Petrol,2nd,"2,40,099"
Maruti Alto LXI,Pune,2012,"12,377",Petrol,1st,"2,07,799"
Maruti A Star VXI,Pune,2010,"25,211",Petrol,2nd,"2,21,699"
Hyundai Xcent SX 1.2,Pune,2014,"23,325",Petrol,2nd,"4,60,899"
Hyundai i10 MAGNA 1.2 KAPPA2,Pune,2011,"39,413",Petrol,1st,"2,51,499"
Honda Brio 1.2 E MT I VTEC,Pune,2012,"40,636",Petrol,1st,"2,45,999"
Maruti Alto LXI,Pune,2011,"48,837",Petrol,1st,"1,91,899"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Pune,2011,"38,579",Petrol,1st,"2,91,499"
Volkswagen Vento TRENDLINE PETROL,Pune,2011,"31,578",Petrol,1st,"3,18,199"
Hyundai Verna FLUIDIC 1.6 VTVT S (O)  MT,Pune,2015,"25,274",Petrol,1st,"5,23,799"
Hyundai i10 MAGNA 1.2,Pune,2010,"39,989",Petrol,1st,"2,02,299"
Maruti Wagon R 1.0 VXI,Pune,2012,"37,135",Petrol,1st,"2,82,499"
Maruti Dzire ZXI Plus,Pune,2020,"1,447",Petrol,1st,"8,11,199"
Hyundai Santro Xing GLS,Pune,2011,"67,685",Petrol,2nd,"1,79,099"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Pune,2011,"39,230",Petrol,2nd,"2,78,699"
Hyundai Grand i10 SPORTS 1.2 VTVT,Pune,2014,"35,944",Petrol,1st,"3,80,999"
Maruti Alto K10 LXI,Pune,2010,"44,143",Petrol,3rd,"2,04,999"
Maruti Alto 800 LXI,Pune,2015,"37,164",Petrol,2nd,"2,53,499"
Honda City S MT PETROL,Pune,2010,"41,911",Petrol,1st,"3,48,299"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Pune,2016,"21,840",Petrol,2nd,"4,17,099"
Hyundai i20 MAGNA O 1.2,Pune,2011,"58,202",Petrol,2nd,"3,23,399"
