Name,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price in Lakhs
Maruti Alto K10 VXI,Pune,2013,"23,655",Petrol,1st,"2,30,799"
Maruti Alto K10 VXI,Pune,2012,"48,367",Petrol,2nd,"1,94,099"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Pune,2016,"5,844",Petrol,1st,"4,57,799"
Maruti Alto K10 VXI,Pune,2013,"43,203",Petrol,2nd,"2,43,799"
Renault Kwid RXT 1.0 EASY-R  AT,Pune,2016,"19,266",Petrol,1st,"3,33,099"
Maruti Wagon R 1.0 VXI,Pune,2014,"44,511",Petrol,2nd,"3,28,999"
Maruti Alto 800 LXI,Pune,2018,"17,517",Petrol,1st,"3,57,999"
Honda Amaze 1.2 SMT I VTEC,Pune,2014,"35,265",Petrol,1st,"4,18,599"
Honda Amaze 1.2 SMT I VTEC,Pune,2014,"49,724",Petrol,1st,"4,05,499"
Maruti Wagon R 1.0 VXI,Pune,2015,"39,094",Petrol,2nd,"3,61,999"
Maruti Baleno DELTA DDIS 190,Pune,2016,"30,452",Diesel,2nd,"5,23,599"
Renault Kwid 1.0 RXT,Pune,2017,"21,416",Petrol,1st,"3,19,399"
Maruti Alto K10 VXI,Pune,2013,"49,990",Petrol,1st,"2,26,399"
Maruti Alto 800 LXI,Pune,2015,"44,623",Petrol,1st,"2,63,499"
Hyundai Eon D LITE,Pune,2014,"40,434",Petrol,3rd,"1,85,299"
Maruti Celerio VXI,Pune,2014,"18,670",Petrol,1st,"3,47,599"
Maruti Celerio VXI,Pune,2014,"48,110",Petrol,1st,"3,85,799"
Maruti Wagon R LXI MINOR,Pune,2009,"63,745",Petrol,2nd,"1,89,299"
Ford Figo 1.2 ZXI DURATEC,Pune,2011,"63,042",Petrol,1st,"2,22,399"
Maruti Alto K10 VXI,Pune,2015,"38,314",Petrol,2nd,"3,11,299"
Maruti Alto K10 VXI,Pune,2010,"74,680",Petrol,1st,"1,68,799"
Honda Brio 1.2 S MT I VTEC,Pune,2012,"58,375",Petrol,2nd,"2,81,299"
Hyundai i10 MAGNA 1.2,Pune,2010,"56,204",Petrol,3rd,"2,27,999"
Hyundai i10 MAGNA 1.2 KAPPA2,Pune,2012,"57,585",Petrol,1st,"2,56,099"
Nissan Micra XV CVT,Pune,2013,"54,023",Petrol,1st,"3,10,999"
Hyundai i10 MAGNA 1.2,Pune,2009,"60,172",Petrol,3rd,"1,90,899"
Maruti Wagon R 1.0 VXI,Pune,2012,"48,633",Petrol,1st,"3,40,699"
Maruti A Star VXI,Pune,2010,"51,583",Petrol,2nd,"2,36,499"
Maruti Alto 800 VXI,Pune,2017,"5,927",Petrol,1st,"3,01,999"
Volkswagen Vento HIGHLINE 1.2 TSI AT,Pune,2015,"23,591",Petrol,1st,"5,24,199"
Honda Amaze 1.5 SX MT I DTEC,Pune,2014,"54,831",Diesel,1st,"3,75,899"
Maruti Wagon R 1.0 VXI,Pune,2014,"38,458",Petrol,1st,"3,35,199"
Maruti Alto 800 LXI,Pune,2013,"26,955",Petrol,1st,"2,13,899"
Maruti Swift VXI OPT,Pune,2017,"9,825",Petrol,1st,"5,18,999"
Volkswagen Polo HIGHLINE1.2L DIESEL,Pune,2010,"65,813",Diesel,1st,"2,58,999"
Maruti Alto K10 VXI,Pune,2014,"60,402",Petrol,1st,"2,68,499"
Honda Brio 1.2 S MT I VTEC,Pune,2013,"52,024",Petrol,2nd,"2,99,199"
Maruti Alto K10 VXI,Pune,2013,"50,976",Petrol,1st,"2,14,299"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Pune,2016,"33,475",Petrol,2nd,"4,26,099"
Maruti Wagon R 1.0 VXI,Pune,2012,"44,874",Petrol,1st,"2,84,399"
Maruti Wagon R 1.0 VXI,Pune,2015,"34,934",Petrol,1st,"3,50,499"
Hyundai Grand i10 ASTA 1.2 (O) VTVT,Pune,2016,"46,612",Petrol,1st,"4,63,399"
Honda City V MT PETROL,Pune,2012,"82,525",Petrol,2nd,"3,79,699"
Renault Kwid CLIMBER 1.0 AT,Pune,2019,"10,702",Petrol,1st,"4,21,099"
Maruti Baleno DELTA 1.2 K12,Pune,2019,"14,994",Petrol,1st,"6,53,399"
Hyundai Elite i20 SPORTZ 1.2,Pune,2016,"25,868",Petrol,1st,"5,42,799"
Hyundai i20 SPORTZ 1.2 O,Pune,2010,"68,321",Petrol,1st,"2,48,699"
Maruti Dzire VXI,Pune,2018,"8,604",Petrol,1st,"6,36,099"
Maruti Alto LXI,Pune,2012,"70,555",Petrol,1st,"1,80,999"
Hyundai Elite i20 ASTA 1.2 (O),Pune,2017,"25,483",Petrol,1st,"5,74,899"
Honda Brio 1.2 S MT I VTEC,Pune,2015,"68,406",Petrol,2nd,"3,26,399"
Tata Tiago XZ 1.2 REVOTRON,Pune,2017,"18,366",Petrol,1st,"4,08,199"
Hyundai Grand i10 ASTA 1.2 AT VTVT,Pune,2015,"40,737",Petrol,1st,"4,27,599"
Hyundai Santro Xing GLS,Pune,2009,"69,797",Petrol,2nd,"1,61,499"
Renault Kwid RXT Opt,Pune,2016,"45,732",Petrol,1st,"2,92,499"
Hyundai Elite i20 SPORTZ 1.2,Pune,2015,"51,187",Petrol,3rd,"4,18,299"
Maruti Alto LXI,Pune,2009,"39,622",Petrol,1st,"1,57,699"
Maruti Swift ZDI,Pune,2014,"27,388",Diesel,1st,"5,17,899"
Maruti Baleno DELTA 1.2 K12,Pune,2019,"19,285",Petrol,2nd,"6,35,299"
Hyundai Santro Xing GLS,Pune,2009,"47,439",Petrol,1st,"1,90,199"
Hyundai i10 MAGNA 1.2,Pune,2010,"60,563",Petrol,2nd,"2,20,199"
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Pune,2015,"58,570",Petrol,1st,"3,76,299"
Volkswagen Polo GT TSI 1.2 PETROL AT,Pune,2014,"49,253",Petrol,1st,"4,91,699"
Volkswagen Vento COMFORTLINE PETROL,Pune,2018,"22,247",Petrol,1st,"6,84,299"
Honda Jazz VX  1.2,Pune,2016,"46,051",Petrol,2nd,"5,30,999"
Maruti Baleno DELTA 1.2 K12,Pune,2016,"62,591",Petrol,2nd,"4,72,999"
Hyundai Elite i20 SPORTZ 1.2,Pune,2017,"40,459",Petrol,1st,"5,85,499"
Hyundai Santro Xing GLS,Pune,2008,"29,650",Petrol,2nd,"1,48,399"
Hyundai Santro Xing GLS,Pune,2008,"72,670",Petrol,1st,"1,83,699"
Maruti Ritz VDI,Pune,2010,"82,265",Diesel,1st,"2,26,999"
Hyundai i20 SPORTZ 1.2 VTVT,Pune,2012,"88,590",Petrol,2nd,"3,26,999"
Maruti Baleno ZETA 1.2 K12 AMT,Pune,2016,"61,536",Petrol,1st,"5,30,999"
Toyota Corolla Altis D 4D G,Pune,2011,"78,074",Diesel,2nd,"4,03,899"
Maruti Wagon R 1.0 LXI,Pune,2015,"57,827",Petrol,1st,"2,96,599"
Volkswagen Vento HIGHLINE PETROL AT,Pune,2011,"82,508",Petrol,3rd,"2,77,699"
Maruti Swift VDI,Pune,2011,"80,805",Diesel,2nd,"3,69,899"
Volkswagen Ameo COMFORTLINE 1.2,Pune,2016,"52,907",Petrol,1st,"3,72,199"
Hyundai i10 ERA,Pune,2008,"1,21,046",Petrol,1st,"1,49,599"
Volkswagen Polo COMFORTLINE 1.2L PETROL,Pune,2016,"60,386",Petrol,2nd,"3,87,399"
Maruti Vitara Brezza LDI,Pune,2019,"24,435",Diesel,1st,"7,59,499"
Maruti Wagon R 1.0 VXI,Pune,2010,"71,429",Petrol + CNG,1st,"2,83,099"
Maruti Swift Dzire VDI BS IV,Pune,2013,"74,265",Diesel,1st,"4,41,399"
Honda City S MT PETROL,Pune,2010,"88,576",Petrol,2nd,"3,36,199"
Maruti Celerio VXI,Pune,2014,"66,904",Petrol,1st,"3,57,499"
Hyundai i20 ASTA 1.2,Pune,2010,"78,845",Petrol,2nd,"2,92,399"
Maruti New  Wagon-R VXI (O)1.OL AGS,Pune,2019,"38,522",Petrol,1st,"5,19,799"
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Pune,2016,"29,440",Petrol,1st,"5,25,899"
Hyundai i20 SPORTZ 1.2 O,Pune,2011,"84,008",Petrol,2nd,"3,02,099"
Maruti Dzire VDI,Pune,2017,"15,738",Diesel,1st,"6,97,799"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2014,"67,087",Petrol,1st,"4,45,399"
Hyundai Elite i20 1.2  ASTA (O) CVT,Pune,2019,"6,388",Petrol,1st,"9,61,799"
Honda WR-V 1.2 i-VTEC VX MT,Pune,2017,"49,525",Petrol,1st,"6,52,099"
Maruti Ertiga ZDI PLUS SHVS,Pune,2017,"20,540",Diesel,1st,"9,03,799"
Jeep Compass 2.0 SPORT,Pune,2018,"13,960",Diesel,1st,"14,34,299"
Honda WR-V 1.2 i-VTEC VX MT,Pune,2018,"17,665",Petrol,1st,"7,41,799"
Maruti Swift VDI,Pune,2008,"72,604",Diesel,1st,"2,23,099"
Ford Figo 1.2 LXI DURATEC,Pune,2011,"94,896",Petrol + CNG,1st,"2,03,299"
Maruti Vitara Brezza ZDI PLUS,Pune,2018,"16,351",Diesel,1st,"8,68,399"
Honda City VX MT PETROL,Pune,2017,"18,494",Petrol,1st,"8,18,999"
Maruti Swift VXI,Pune,2012,"95,783",Petrol,1st,"3,59,199"
Honda City S MT PETROL,Pune,2010,"86,174",Petrol,1st,"3,67,399"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2016,"53,926",Petrol,1st,"4,49,599"
Toyota Corolla Altis 1.8 G,Pune,2008,"81,426",Petrol,3rd,"2,11,199"
Maruti Vitara Brezza VDI DUAL TONE,Pune,2019,"4,781",Diesel,1st,"8,41,299"
Maruti Swift VXI,Pune,2012,"80,447",Petrol,1st,"3,84,599"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2016,"56,769",Petrol,2nd,"4,57,499"
Maruti Ertiga VDI SHVS,Pune,2017,"51,203",Diesel,1st,"7,30,199"
Maruti S Cross ALPHA SHVS,Pune,2018,"40,423",Diesel,1st,"9,92,099"
Mercedes Benz CLA Class CLA 200 CDI SPORT,Pune,2015,"73,412",Diesel,2nd,"16,69,499"
Hyundai i20 MAGNA 1.4 CRDI,Pune,2012,"93,076",Diesel,1st,"3,45,499"
Maruti Swift VXI,Pune,2012,"1,00,481",Petrol,2nd,"3,09,699"
Volkswagen Vento HIGHLINE 1.2 TSI AT,Pune,2016,"68,067",Petrol,1st,"6,40,999"
Hyundai i20 SPORTZ 1.2 VTVT,Pune,2013,"69,663",Petrol,1st,"3,83,999"
Maruti S Cross ZETA 1.3,Pune,2016,"68,665",Diesel,1st,"7,24,199"
Tata Hexa Varicor 400 XTA,Pune,2018,"62,957",Diesel,1st,"12,76,099"
Maruti Dzire VDI,Pune,2017,"60,178",Diesel,1st,"6,50,499"
Maruti Ciaz ZETA 1.4 VVT AMT,Pune,2018,"30,699",Petrol,1st,"8,22,299"
Honda Jazz 1.2 SV MT,Pune,2017,"43,496",Petrol,2nd,"5,35,099"
Hyundai i10 MAGNA 1.2,Pune,2010,"1,05,844",Petrol,2nd,"2,17,899"
Maruti SX4 VXI,Pune,2011,"1,01,043",Petrol,2nd,"2,09,999"
Hyundai VENUE 1.0 TURBO GDI SX+ AT,Pune,2019,"10,468",Petrol,1st,"10,45,199"
Volkswagen Vento HIGHLINE PETROL,Pune,2015,"73,613",Petrol,1st,"4,66,399"
Hyundai i20 MAGNA O 1.2,Pune,2011,"1,19,260",Petrol,2nd,"2,52,999"
Maruti Alto K10 VXI,Pune,2013,"76,864",Petrol,1st,"2,05,599"
Tata Harrier XZ 2.0L Kryotec,Pune,2019,"20,053",Diesel,2nd,"14,42,499"
Ford Ecosport 1.5 TITANIUMTDCI OPT,Pune,2014,"1,02,818",Diesel,1st,"4,99,899"
Maruti Wagon R 1.0 VXI,Pune,2014,"69,438",Petrol,1st,"3,11,199"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2015,"65,084",Petrol,2nd,"5,23,699"
Maruti Swift ZDI,Pune,2012,"98,558",Diesel,1st,"3,93,599"
Maruti Swift Dzire VDI BS IV,Pune,2012,"1,02,985",Diesel,2nd,"3,91,199"
Hyundai i10 SPORTZ 1.2 KAPPA2,Pune,2011,"1,22,668",Petrol,1st,"2,14,599"
Maruti Swift LXI,Pune,2011,"1,67,878",Petrol,2nd,"2,45,699"
Toyota Corolla Altis D 4D GL,Pune,2010,"1,07,778",Diesel,1st,"3,71,599"
Maruti Wagon R 1.0 LXI CNG,Pune,2013,"92,864",Petrol + CNG,1st,"2,90,999"
Maruti Ritz VDI,Pune,2012,"1,09,285",Diesel,1st,"3,13,199"
Tata NEXON XM 1.5,Pune,2018,"85,891",Diesel,1st,"6,94,899"
Hyundai Verna FLUIDIC 1.6 SX VTVT,Pune,2014,"88,958",Petrol,1st,"5,07,799"
Ford Figo 1.4 TITANIUM DURATORQ,Pune,2011,"1,21,729",Diesel,1st,"2,51,599"
Mercedes Benz C Class 250 CDI ELEGANCE AT,Pune,2011,"1,03,047",Diesel,3rd,"7,37,799"
Maruti Wagon R 1.0 LXI,Pune,2015,"1,02,809",Petrol,1st,"3,04,399"
Tata Hexa Varicor 400 XTA,Pune,2017,"30,763",Diesel,1st,"12,28,799"
Maruti Ertiga VDI SHVS,Pune,2016,"88,230",Diesel,1st,"6,85,499"
Maruti Ritz VDI,Pune,2012,"1,04,517",Diesel,1st,"2,99,099"
Maruti Swift VDI,Pune,2009,"1,63,408",Diesel,1st,"2,54,199"
Maruti Swift Dzire ZDI,Pune,2012,"1,10,866",Diesel,1st,"5,05,699"
Tata Zest XMS QUADRAJET 90PS,Pune,2014,"1,12,959",Diesel,1st,"3,54,699"
Honda Amaze 1.5 SX MT I DTEC,Pune,2014,"1,13,188",Diesel,1st,"3,42,199"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2015,"84,079",Petrol,1st,"4,52,699"
Volkswagen Jetta HIGHLINE TDI AT,Pune,2015,"99,815",Diesel,1st,"10,36,399"
Mahindra XUV500 W8 FWD,Pune,2014,"84,226",Diesel,1st,"6,75,599"
Maruti Celerio VXI,Pune,2014,"99,942",Petrol,1st,"3,49,999"
Jaguar XF 2.2 DIESEL,Pune,2015,"80,937",Diesel,1st,"17,44,199"
Maruti Swift ZDI,Pune,2014,"1,20,062",Diesel,1st,"4,68,099"
Honda Amaze 1.5 SMT I DTEC,Pune,2013,"1,16,584",Diesel,1st,"3,03,699"
Maruti Swift VDI,Pune,2010,"1,38,352",Diesel,1st,"2,92,599"
Maruti Celerio VXI CNG,Pune,2015,"1,22,289",Petrol + CNG,2nd,"3,51,499"
Honda Brio 1.2 VX MT I VTEC,Pune,2014,"1,41,973",Petrol,1st,"3,08,399"
Maruti Swift Dzire VDI BS IV,Pune,2012,"1,36,000",Diesel,1st,"4,28,499"
Maruti Swift VDI,Pune,2011,"1,81,733",Diesel,1st,"3,52,999"
Volkswagen Vento COMFORTLINE DIESEL,Pune,2013,"1,46,692",Diesel,1st,"3,69,299"
Maruti Swift ZDI,Pune,2014,"1,33,435",Diesel,3rd,"4,70,899"
Maruti Swift ZDI,Pune,2013,"1,62,143",Diesel,2nd,"4,12,299"
Ford Figo 1.4 TITANIUM DURATORQ,Pune,2011,"1,63,480",Diesel,2nd,"2,40,199"
Toyota Corolla Altis VL AT,Pune,2014,"60,481",Petrol,1st,"8,93,699"
Maruti Ertiga VDI SHVS,Pune,2016,"1,30,191",Diesel,1st,"6,82,699"
Toyota Innova 2.5 G4 7 STR,Pune,2010,"2,25,134",Diesel,2nd,"4,44,699"
Mercedes Benz CLA Class CLA 200 CDI SPORT,Pune,2015,"1,09,092",Diesel,2nd,"16,79,399"
Skoda Yeti ACTIVE 2.0 TDI 4X2,Pune,2012,"1,27,844",Diesel,1st,"3,97,699"
BMW 5 Series 520D 2.0,Pune,2013,"1,75,025",Diesel,1st,"13,17,699"
Maruti Swift VDI ABS,Pune,2014,"1,45,027",Diesel,1st,"4,42,599"
Maruti Celerio VXI,Pune,2014,"1,01,361",Petrol,2nd,"3,45,999"
Maruti Ciaz VDI+ SHVS,Pune,2016,"1,41,441",Diesel,1st,"5,31,299"
Maruti Baleno DELTA DDIS 190,Pune,2016,"1,62,864",Diesel,1st,"5,07,399"
Toyota Fortuner 3.0 MT 4X2,Pune,2012,"1,28,749",Diesel,1st,"9,84,199"
Hyundai i10 SPORTZ 1.1 IRDE2,Pune,2014,"24,244",Petrol,2nd,"2,73,299"
Maruti Celerio VXI AMT,Pune,2014,"19,510",Petrol,2nd,"3,45,399"
Honda Civic 1.8V AT,Pune,2010,"58,455",Petrol,2nd,"2,87,399"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2015,"44,708",Petrol,1st,"4,94,799"
Maruti Swift VXI,Pune,2013,"62,532",Petrol,1st,"4,03,199"
Maruti Baleno ZETA 1.2 K12,Pune,2019,"14,664",Petrol,1st,"7,03,799"
Hyundai Grand i10 SPORTS 1.2 VTVT,Pune,2018,"35,973",Petrol,1st,"4,54,599"
Volkswagen Vento HIGHLINE DIESEL,Pune,2012,"1,09,149",Diesel,3rd,"3,00,299"
Hyundai Santro Xing GL PLUS LPG,Pune,2012,"1,18,882",Petrol + LPG,3rd,"1,86,499"
Hyundai i20 SPORTZ 1.4 CRDI,Pune,2013,"2,14,799",Diesel,1st,"3,38,199"
Maruti Alto K10 VXI,Pune,2013,"33,351",Petrol,1st,"1,79,999"
Tata Tiago XT 1.2 REVOTRON,Pune,2018,"22,294",Petrol,1st,"3,61,499"
Hyundai New Elantra S 1.8 MT,Pune,2013,"26,382",Petrol,2nd,"4,80,499"
Hyundai Verna FLUIDIC 1.6 SX CRDI,Pune,2012,"66,428",Diesel,1st,"4,55,699"
Maruti Alto LXI,Pune,2009,"68,273",Petrol,1st,"1,43,199"
Tata Nano TWIST XTA,Pune,2015,"31,043",Petrol,1st,"1,88,599"
Hyundai i10 SPORTZ 1.1 IRDE2,Pune,2016,"28,831",Petrol + CNG,1st,"3,57,799"
Honda Amaze 1.2 SMT I VTEC,Pune,2013,"49,983",Petrol,1st,"3,71,999"
Maruti Swift VXI,Pune,2014,"43,680",Petrol,2nd,"3,71,199"
Maruti Alto LXI CNG,Pune,2020,"6,365",Petrol + CNG,1st,"3,79,699"
Maruti Wagon R 1.0 LXI CNG,Pune,2015,"22,799",Petrol + CNG,1st,"3,56,799"
Ford Ecosport 1.5 TREND TI VCT,Pune,2014,"29,000",Petrol,2nd,"4,49,199"
Maruti Wagon R 1.0 VXI,Pune,2011,"55,472",Petrol,2nd,"2,47,699"
Honda City S MT PETROL,Pune,2010,"27,657",Petrol,1st,"3,13,399"
Hyundai i10 ERA 1.1 IRDE,Pune,2012,"43,211",Petrol,2nd,"2,50,199"
Chevrolet Beat LS PETROL,Pune,2010,"55,633",Petrol,2nd,"1,43,499"
Maruti Celerio ZXI OPT,Pune,2014,"30,338",Petrol,1st,"3,46,599"
Maruti Alto LXI,Pune,2011,"9,742",Petrol,1st,"2,05,299"
Honda City V AT,Pune,2012,"40,235",Petrol,1st,"4,59,899"
Ford Figo 1.2 TITANIUM DURATEC,Pune,2012,"45,635",Petrol,1st,"2,30,399"
Maruti Celerio VXI,Pune,2015,"14,830",Petrol,1st,"3,43,599"
Maruti Swift VXI ABS,Pune,2016,"31,429",Petrol,1st,"4,29,399"
Ford Ecosport 1.0 ECOBOOST TITANIUM OPT,Pune,2013,"43,545",Petrol,2nd,"4,51,199"
Maruti Swift Dzire VXI 1.2 BS IV,Pune,2015,"29,683",Petrol,1st,"4,72,299"
Hyundai Eon MAGNA PLUS,Pune,2016,"15,044",Petrol,1st,"3,09,599"
Hyundai i20 ASTA 1.2,Pune,2009,"24,743",Petrol,2nd,"2,66,899"
Hyundai i20 MAGNA O 1.2,Pune,2011,"54,065",Petrol,1st,"2,84,599"
Hyundai i20 MAGNA O 1.2,Pune,2011,"38,988",Petrol,1st,"3,21,099"
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Pune,2015,"34,314",Petrol,2nd,"3,48,799"
Maruti Swift VXI LIMITED EDITION,Pune,2017,"27,809",Petrol,1st,"5,01,199"
Hyundai Eon SPORTZ,Pune,2014,"43,134",Petrol,1st,"2,69,699"
Hyundai i10 SPORTZ 1.1 IRDE2,Pune,2014,"44,857",Petrol,1st,"2,93,799"
Hyundai Verna FLUIDIC 1.6 SX VTVT,Pune,2011,"57,250",Petrol,1st,"3,80,799"
Hyundai Eon ERA PLUS,Pune,2012,"58,646",Petrol,2nd,"1,93,299"
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Pune,2015,"48,057",Petrol,1st,"3,92,699"
Maruti Swift VXI,Pune,2014,"15,788",Petrol,1st,"3,84,599"
Renault Kwid RXL1.0 EASY-R AT,Pune,2017,"17,245",Petrol,1st,"3,06,399"
Honda Brio 1.2 S MT I VTEC,Pune,2015,"35,067",Petrol,1st,"3,56,799"
Honda Brio 1.2 S MT I VTEC,Pune,2013,"55,524",Petrol,1st,"3,06,199"
Hyundai i20 ASTA 1.2,Pune,2010,"38,409",Petrol,3rd,"2,39,699"
Maruti Alto 800 LXI,Pune,2013,"27,004",Petrol,1st,"2,36,499"
KIA SELTOS HTX 1.5 DIESEL,Pune,2020,"2,765",Diesel,1st,"14,94,999"
Honda Jazz 1.2 S MT,Pune,2016,"18,091",Petrol,1st,"4,98,399"
Hyundai Xcent SX 1.2 OPT,Pune,2014,"9,571",Petrol,1st,"4,38,799"
Maruti Alto 800 VXI,Pune,2014,"22,538",Petrol,1st,"2,38,799"
Maruti Alto K10 VXI,Pune,2012,"50,611",Petrol,1st,"2,07,899"
Hyundai Grand i10 SPORTS 1.2 VTVT,Pune,2014,"42,967",Petrol,2nd,"3,69,099"
Maruti Wagon R 1.0 VXI,Pune,2013,"55,753",Petrol,1st,"2,69,999"
Nissan Terrano XL P,Pune,2016,"37,910",Petrol,2nd,"4,34,099"
Mahindra Kuv100 K6+ D 6 STR,Pune,2016,"10,986",Diesel,1st,"4,21,599"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2011,"67,721",Petrol,2nd,"2,82,199"
Maruti Wagon R 1.0 LXI CNG,Pune,2014,"42,127",Petrol + CNG,1st,"3,05,899"
Maruti Swift VXI,Pune,2012,"32,628",Petrol,2nd,"3,65,599"
Hyundai i10 MAGNA 1.2 KAPPA2,Pune,2011,"63,784",Petrol,1st,"2,38,199"
Maruti Eeco 7 STR,Pune,2010,"49,362",Petrol,1st,"2,11,199"
Hyundai i10 SPORTZ 1.1 IRDE2,Pune,2014,"43,814",Petrol,1st,"2,96,699"
Maruti Wagon R LXI MINOR,Pune,2009,"47,016",Petrol,1st,"1,91,099"
Honda City V MT PETROL,Pune,2012,"44,443",Petrol,1st,"3,86,499"
Maruti Alto 800 LXI,Pune,2016,"4,887",Petrol,1st,"2,82,499"
Maruti Wagon R 1.0 LXI CNG,Pune,2015,"41,830",Petrol + CNG,1st,"3,76,799"
Hyundai i10 SPORTZ 1.2 KAPPA2,Pune,2012,"31,741",Petrol,1st,"2,99,699"
Maruti Alto K10 VXI AMT,Pune,2016,"10,523",Petrol,1st,"3,27,499"
Maruti Alto LXI,Pune,2009,"24,653",Petrol,1st,"1,57,999"
Hyundai i10 SPORTZ 1.2,Pune,2010,"50,705",Petrol,1st,"2,19,999"
Hyundai Elite i20 ASTA 1.2,Pune,2014,"33,059",Petrol,1st,"4,94,699"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Pune,2011,"64,382",Petrol,4th,"2,65,699"
Honda City SV MT PETROL,Pune,2017,"22,018",Petrol,2nd,"6,52,199"
Toyota Etios Liva GD,Pune,2013,"46,910",Diesel,1st,"3,73,999"
Maruti Alto K10 VXI,Pune,2015,"7,954",Petrol,1st,"3,05,399"
Volkswagen Vento HIGHLINE DIESEL,Pune,2011,"72,199",Diesel,1st,"3,00,099"
Maruti XL6 ZETA SHVS,Pune,2020,"1,237",Petrol,1st,"9,82,699"
Maruti Swift VXI,Pune,2020,"15,527",Petrol,1st,"6,23,999"
Maruti Swift Dzire VXI 1.2 BS IV,Pune,2012,"56,269",Petrol,1st,"3,84,599"
Maruti Wagon R 1.0 LXI CNG,Pune,2018,"22,982",Petrol + CNG,1st,"4,01,599"
Maruti Wagon R 1.0 LXI,Pune,2015,"21,236",Petrol,2nd,"2,96,099"
Datsun Redi Go 1.0 S AT,Pune,2018,"29,933",Petrol,1st,"2,91,299"
Volkswagen Polo TRENDLINE 1.2L PETROL,Pune,2010,"62,724",Petrol,1st,"2,60,499"
Maruti IGNIS DELTA 1.2 K12,Pune,2017,"29,912",Petrol,1st,"4,38,099"
Maruti Celerio VXI AMT,Pune,2014,"53,533",Petrol,1st,"3,41,799"
Maruti Alto 800 LXI,Pune,2016,"44,351",Petrol,1st,"2,66,499"
Hyundai i10 SPORTZ 1.2 KAPPA2,Pune,2010,"52,079",Petrol,2nd,"2,41,799"
Ford Ecosport 1.5 TREND TDCI,Pune,2013,"39,015",Diesel,1st,"4,89,099"
Hyundai Santro Xing GLS,Pune,2010,"84,400",Petrol,2nd,"1,50,899"
Volkswagen Ameo HIGHLINE 1.2,Pune,2016,"9,755",Petrol,1st,"4,95,499"
Hyundai i10 MAGNA 1.2,Pune,2009,"24,530",Petrol,1st,"2,07,099"
Maruti Swift VXI,Pune,2013,"53,390",Petrol,1st,"3,57,199"
Volkswagen Jetta TRENDLINE 1.6,Pune,2010,"54,780",Petrol,1st,"3,25,199"
Maruti Wagon R 1.0 LXI,Pune,2013,"55,905",Petrol,1st,"2,55,799"
Volkswagen Polo HIGHLINE1.2L PETROL,Pune,2014,"36,709",Petrol,1st,"4,49,099"
Maruti Swift ZXI,Pune,2013,"16,906",Petrol,1st,"4,35,199"
Maruti Alto 800 LXI CNG,Pune,2014,"57,926",Petrol + CNG,1st,"2,67,299"
Honda Amaze 1.2 SMT I VTEC,Pune,2015,"43,575",Petrol,1st,"4,26,999"
Hyundai i10 SPORTZ 1.2 AT KAPPA2,Pune,2013,"54,510",Petrol,2nd,"3,31,299"
Hyundai Elite i20 SPORTZ (O) 1.2,Pune,2014,"23,661",Petrol,1st,"4,81,999"
Toyota Corolla Altis 1.8 G,Pune,2008,"38,192",Petrol,3rd,"2,27,399"
Maruti Ertiga ZDI,Pune,2013,"54,675",Diesel,1st,"5,56,399"
Maruti Alto LXI,Pune,2010,"64,268",Petrol,2nd,"1,44,599"
Maruti IGNIS ZETA 1.2 K12 AMT,Pune,2017,"8,480",Petrol,1st,"5,27,599"
Hyundai i20 ASTA 1.2,Pune,2010,"43,167",Petrol,2nd,"2,71,699"
Hyundai Elite i20 SPORTZ (O) 1.2,Pune,2014,"49,596",Petrol,1st,"4,79,299"
Maruti A Star VXI,Pune,2010,"51,416",Petrol,1st,"2,16,299"
Hyundai Elite i20 SPORTZ 1.2,Pune,2015,"40,536",Petrol,2nd,"4,88,499"
Maruti Swift VXI,Pune,2015,"32,936",Petrol,1st,"4,40,999"
Maruti IGNIS DELTA 1.2 K12,Pune,2018,"11,972",Petrol,1st,"4,44,699"
Maruti Alto K10 VXI (O) AMT,Pune,2018,"13,563",Petrol,1st,"3,59,299"
Maruti Vitara Brezza VDI,Pune,2016,"31,388",Diesel,1st,"6,62,999"
Hyundai Verna FLUIDIC 1.6 SX VTVT OPT,Pune,2012,"68,574",Petrol,1st,"3,94,099"
Maruti Swift VXI 1.3,Pune,2009,"47,873",Petrol,1st,"2,23,099"
Maruti Celerio VXI AMT,Pune,2017,"20,176",Petrol,1st,"4,35,499"
Maruti New  Wagon-R LXI CNG 1.0 L,Pune,2019,"14,129",Petrol + CNG,1st,"5,27,599"
